Time And Path ID
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.667,2.667,2.667,2.667,2.667,2.667,2.667,2.667,2.667,2.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.600,5.600,5.600,5.600,5.600,5.600,5.600,5.600,5.600,5.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.467,7.467,7.467,7.467,7.467,7.467,7.467,7.467,7.467,7.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.600,9.600,9.600,9.600,9.600,9.600,9.600,9.600,9.600,9.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,
2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,
3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.667,14.667,14.667,14.667,14.667,14.667,14.667,14.667,14.667,14.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,
4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.600,17.600,17.600,17.600,17.600,17.600,17.600,17.600,17.600,17.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,8.000,
6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.800,20.800,20.800,20.800,20.800,20.800,20.800,20.800,20.800,20.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.000,
8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.267,24.267,24.267,24.267,24.267,24.267,24.267,24.267,24.267,24.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,16.000,
10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.000,28.000,28.000,28.000,28.000,28.000,28.000,28.000,28.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,20.000,
13.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,26.000,
16.000,16.000,16.000,16.000,16.000,16.000,16.000,16.000,16.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.267,36.267,36.267,36.267,36.267,36.267,36.267,36.267,36.267,36.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,32.000,
19.000,19.000,19.000,19.000,19.000,19.000,19.000,19.000,19.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.800,40.800,40.800,40.800,40.800,40.800,40.800,40.800,40.800,40.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.000,38.000,
22.000,22.000,22.000,22.000,22.000,22.000,22.000,22.000,22.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.600,45.600,45.600,45.600,45.600,45.600,45.600,45.600,45.600,45.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.000,44.000,
26.000,26.000,26.000,26.000,26.000,26.000,26.000,26.000,26.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.667,50.667,50.667,50.667,50.667,50.667,50.667,50.667,50.667,50.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.000,52.000,
30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,60.000,60.000,
34.000,34.000,34.000,34.000,34.000,34.000,34.000,34.000,34.000,34.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,61.600,61.600,61.600,61.600,61.600,61.600,61.600,61.600,61.600,61.600,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,68.000,68.000,
38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,67.467,67.467,67.467,67.467,67.467,67.467,67.467,67.467,67.467,67.467,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,76.000,76.000,
42.000,42.000,42.000,42.000,42.000,42.000,42.000,42.000,42.000,42.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,73.600,73.600,73.600,73.600,73.600,73.600,73.600,73.600,73.600,73.600,9.000,9.000,9.000,9.000,9.000,9.000,9.000,9.000,9.000,9.000,84.000,84.000,
46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,7.000,7.000,7.000,7.000,7.000,7.000,7.000,7.000,7.000,7.000,80.000,80.000,80.000,80.000,80.000,80.000,80.000,80.000,80.000,80.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,92.000,92.000,
50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,9.000,9.000,9.000,9.000,9.000,9.000,9.000,9.000,9.000,9.000,86.667,86.667,86.667,86.667,86.667,86.667,86.667,86.667,86.667,86.667,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,100.000,100.000,
54.000,54.000,54.000,54.000,54.000,54.000,54.000,54.000,54.000,54.000,11.000,11.000,11.000,11.000,11.000,11.000,11.000,11.000,11.000,11.000,93.600,93.600,93.600,93.600,93.600,93.600,93.600,93.600,93.600,93.600,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,108.000,108.000,
59.000,59.000,59.000,59.000,59.000,59.000,59.000,59.000,59.000,59.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,100.800,100.800,100.800,100.800,100.800,100.800,100.800,100.800,100.800,100.800,21.000,21.000,21.000,21.000,21.000,21.000,21.000,21.000,21.000,21.000,118.000,118.000,
64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,108.267,108.267,108.267,108.267,108.267,108.267,108.267,108.267,108.267,108.267,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,128.000,128.000,
69.000,69.000,69.000,69.000,69.000,69.000,69.000,69.000,69.000,69.000,17.000,17.000,17.000,17.000,17.000,17.000,17.000,17.000,17.000,17.000,116.000,116.000,116.000,116.000,116.000,116.000,116.000,116.000,116.000,116.000,27.000,27.000,27.000,27.000,27.000,27.000,27.000,27.000,27.000,27.000,138.000,138.000,
75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,124.000,124.000,124.000,124.000,124.000,124.000,124.000,124.000,124.000,124.000,31.000,31.000,31.000,31.000,31.000,31.000,31.000,31.000,31.000,31.000,150.000,150.000,
81.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000,23.000,23.000,23.000,23.000,23.000,23.000,23.000,23.000,23.000,23.000,132.267,132.267,132.267,132.267,132.267,132.267,132.267,132.267,132.267,132.267,35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,162.000,162.000,
87.000,87.000,87.000,87.000,87.000,87.000,87.000,87.000,87.000,87.000,26.000,26.000,26.000,26.000,26.000,26.000,26.000,26.000,26.000,26.000,140.800,140.800,140.800,140.800,140.800,140.800,140.800,140.800,140.800,140.800,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,174.000,174.000,
93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,29.000,29.000,29.000,29.000,29.000,29.000,29.000,29.000,29.000,29.000,149.600,149.600,149.600,149.600,149.600,149.600,149.600,149.600,149.600,149.600,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,186.000,186.000,
100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,32.000,158.667,158.667,158.667,158.667,158.667,158.667,158.667,158.667,158.667,158.667,47.000,47.000,47.000,47.000,47.000,47.000,47.000,47.000,47.000,47.000,200.000,200.000,
107.000,107.000,107.000,107.000,107.000,107.000,107.000,107.000,107.000,107.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,168.000,168.000,168.000,168.000,168.000,168.000,168.000,168.000,168.000,168.000,51.000,51.000,51.000,51.000,51.000,51.000,51.000,51.000,51.000,51.000,214.000,214.000,
114.000,114.000,114.000,114.000,114.000,114.000,114.000,114.000,114.000,114.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,177.600,177.600,177.600,177.600,177.600,177.600,177.600,177.600,177.600,177.600,55.000,55.000,55.000,55.000,55.000,55.000,55.000,55.000,55.000,55.000,228.000,228.000,
121.000,121.000,121.000,121.000,121.000,121.000,121.000,121.000,121.000,121.000,41.000,41.000,41.000,41.000,41.000,41.000,41.000,41.000,41.000,41.000,187.467,187.467,187.467,187.467,187.467,187.467,187.467,187.467,187.467,187.467,59.000,59.000,59.000,59.000,59.000,59.000,59.000,59.000,59.000,59.000,242.000,242.000,
129.000,129.000,129.000,129.000,129.000,129.000,129.000,129.000,129.000,129.000,45.000,45.000,45.000,45.000,45.000,45.000,45.000,45.000,45.000,45.000,197.600,197.600,197.600,197.600,197.600,197.600,197.600,197.600,197.600,197.600,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,258.000,258.000,
137.000,137.000,137.000,137.000,137.000,137.000,137.000,137.000,137.000,137.000,49.000,49.000,49.000,49.000,49.000,49.000,49.000,49.000,49.000,49.000,208.000,208.000,208.000,208.000,208.000,208.000,208.000,208.000,208.000,208.000,69.000,69.000,69.000,69.000,69.000,69.000,69.000,69.000,69.000,69.000,274.000,274.000,
145.000,145.000,145.000,145.000,145.000,145.000,145.000,145.000,145.000,145.000,53.000,53.000,53.000,53.000,53.000,53.000,53.000,53.000,53.000,53.000,218.667,218.667,218.667,218.667,218.667,218.667,218.667,218.667,218.667,218.667,74.000,74.000,74.000,74.000,74.000,74.000,74.000,74.000,74.000,74.000,290.000,290.000,
153.000,153.000,153.000,153.000,153.000,153.000,153.000,153.000,153.000,153.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,229.600,229.600,229.600,229.600,229.600,229.600,229.600,229.600,229.600,229.600,79.000,79.000,79.000,79.000,79.000,79.000,79.000,79.000,79.000,79.000,306.000,306.000,
161.000,161.000,161.000,161.000,161.000,161.000,161.000,161.000,161.000,161.000,61.000,61.000,61.000,61.000,61.000,61.000,61.000,61.000,61.000,61.000,240.800,240.800,240.800,240.800,240.800,240.800,240.800,240.800,240.800,240.800,84.000,84.000,84.000,84.000,84.000,84.000,84.000,84.000,84.000,84.000,322.000,322.000,
169.000,169.000,169.000,169.000,169.000,169.000,169.000,169.000,169.000,169.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,252.267,252.267,252.267,252.267,252.267,252.267,252.267,252.267,252.267,252.267,89.000,89.000,89.000,89.000,89.000,89.000,89.000,89.000,89.000,89.000,338.000,338.000,
